"title","artist","link"
"The Dead Christ (1831)","Unknown","https://collections.ed.ac.uk/art/record/20573?highlight=*:*"
"The Stone of Orkney (2012)","Teruo Isomi","https://collections.ed.ac.uk/art/record/21366?highlight=*:*"
"Seated Female Nude","Colin Stewart","https://collections.ed.ac.uk/art/record/21425?highlight=*:*"
"Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53664?highlight=*:*"
"Untitled (Standing Figures)","Paul J Donaldson","https://collections.ed.ac.uk/art/record/21447?highlight=*:*"
"Abstract Composition in Yellow and Blue (Circa 1976)","Gordon MacDonald","https://collections.ed.ac.uk/art/record/22556?highlight=*:*"
"Abstract Male Nude in Landscape (1965)","William Gillon","https://collections.ed.ac.uk/art/record/21313?highlight=*:*"
"Unknown (1957)","Peter Crorkin","https://collections.ed.ac.uk/art/record/50509?highlight=*:*"
"Untitled (1966)","Molly Harris","https://collections.ed.ac.uk/art/record/99833?highlight=*:*"
"Untitled (Unknown)","Frelyn Morton","https://collections.ed.ac.uk/art/record/21969?highlight=*:*"
"West Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20673?highlight=*:*"
"Peacocks at Beveridge Park (20 Apr 1984)","Unknown","https://collections.ed.ac.uk/art/record/21631?highlight=*:*"
"Seated Female Nude (1959)","Denness Morton","https://collections.ed.ac.uk/art/record/20888?highlight=*:*"
"Untitled (1955)","Alan Bartram","https://collections.ed.ac.uk/art/record/99828?highlight=*:*"
"Unknown (1958)","Beatrice Patricia Grimshaw","https://collections.ed.ac.uk/art/record/53480?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/99914?highlight=*:*"
"The Harbour (Apr 1982)","Susan Thores","https://collections.ed.ac.uk/art/record/21974?highlight=*:*"
"Unknown (1963)","James T Carlyle","https://collections.ed.ac.uk/art/record/50501?highlight=*:*"
"Electric Railway Station, Limerick (1986)","Jo Ganter","https://collections.ed.ac.uk/art/record/21809?highlight=*:*"
"Mask and Plastic Limbs (Circa 1982)","Graeme Magee","https://collections.ed.ac.uk/art/record/22533?highlight=*:*"
"Untitled","John Kieran","https://collections.ed.ac.uk/art/record/112499?highlight=*:*"
"Seated Male Nude","Robert Maclaurin","https://collections.ed.ac.uk/art/record/21522?highlight=*:*"
"Untitled (1962)","Pat Semple","https://collections.ed.ac.uk/art/record/21766?highlight=*:*"
"Fine lawn collar (1820)","Unknown","https://collections.ed.ac.uk/art/record/102681?highlight=*:*"
"Untitled","A. Thomas","https://collections.ed.ac.uk/art/record/111045?highlight=*:*"
"Untitled (2006)","Aimee Laporte","https://collections.ed.ac.uk/art/record/99880?highlight=*:*"
"Miners (Circa 1949)","Zygmunt Bukowski","https://collections.ed.ac.uk/art/record/21369?highlight=*:*"
"Untitled (2002)","Jo Ganter","https://collections.ed.ac.uk/art/record/99923?highlight=*:*"
"Untitled (Unknown)","Patrick Wichtler","https://collections.ed.ac.uk/art/record/21949?highlight=*:*"
"Untitled (Mar 1997)","Unknown","https://collections.ed.ac.uk/art/record/21919?highlight=*:*"
"The Mirror Conspiracy (2007)","Joakim Lund","https://collections.ed.ac.uk/art/record/99972?highlight=*:*"
"Unknown (1963)","Alexander Wilson","https://collections.ed.ac.uk/art/record/53592?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21604?highlight=*:*"
"Cityscape","Norman Taylor","https://collections.ed.ac.uk/art/record/22582?highlight=*:*"
"Men at Work (1947-1948)","Norma G Reid","https://collections.ed.ac.uk/art/record/20829?highlight=*:*"
"Unknown (Circa 1890)","Unknown","https://collections.ed.ac.uk/art/record/50465?highlight=*:*"
"Standing Female Nude (1959)","B Clapperton","https://collections.ed.ac.uk/art/record/20910?highlight=*:*"
"Unknown (1964)","Alice Howell (née Bold)","https://collections.ed.ac.uk/art/record/53579?highlight=*:*"
"Striding Male Nude (Circa 1939)","R I McRobbie","https://collections.ed.ac.uk/art/record/21062?highlight=*:*"
"Unknown (1948)","William D Clyne","https://collections.ed.ac.uk/art/record/50578?highlight=*:*"
"Unknown (1946)","Norma Forrest","https://collections.ed.ac.uk/art/record/50590?highlight=*:*"
"Kneeling Male Nude (1953)","Adam M Martin","https://collections.ed.ac.uk/art/record/21058?highlight=*:*"
"Miner and Dog (Unknown)","Sir Sidney Nolan","https://collections.ed.ac.uk/art/record/21679?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/50430?highlight=*:*"
"Portrait of a Seated Woman (1962)","Kellar","https://collections.ed.ac.uk/art/record/21293?highlight=*:*"
"Untitled (Unknown)","David [Unknown]","https://collections.ed.ac.uk/art/record/21990?highlight=*:*"
"Untitled (Unknown)","D. Ganley","https://collections.ed.ac.uk/art/record/21854?highlight=*:*"
"Standing Male Nude (1958)","Ian Hodkinson","https://collections.ed.ac.uk/art/record/20883?highlight=*:*"
"Man in Uniform","Tennant","https://collections.ed.ac.uk/art/record/21481?highlight=*:*"
"Two Standing Nudes in a Landscape (1951)","James P W Syme","https://collections.ed.ac.uk/art/record/20835?highlight=*:*"
"Untitled (2002)","Sarah Jamieson","https://collections.ed.ac.uk/art/record/99946?highlight=*:*"
"Unknown (1964)","Helen Cargill","https://collections.ed.ac.uk/art/record/50500?highlight=*:*"
"Disturbance (2007)","Edmundus Saladzius","https://collections.ed.ac.uk/art/record/99891?highlight=*:*"
"Small armorial panel","Unknown","https://collections.ed.ac.uk/art/record/20613?highlight=*:*"
"Portrait of a Woman Wearing a Hat (1951)","Alexandra Bennett","https://collections.ed.ac.uk/art/record/21232?highlight=*:*"
"Espresso Cup","Emma Gillies","https://collections.ed.ac.uk/art/record/53695?highlight=*:*"
"2uit Deconstructing One/I'm Not That Basic (2006)","Rachel Garguilo","https://collections.ed.ac.uk/art/record/99885?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/50393?highlight=*:*"
"Two Men in an Interior (1989)","Sean H. Watson","https://collections.ed.ac.uk/art/record/22646?highlight=*:*"
"""Cola"" Bottle","Emma Gillies","https://collections.ed.ac.uk/art/record/53735?highlight=*:*"
"Unknown","Alan M. Alexander","https://collections.ed.ac.uk/art/record/50599?highlight=*:*"
"Charlotte (1984)","B.R. Coode-Adams","https://collections.ed.ac.uk/art/record/21600?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21874?highlight=*:*"
"Four Orchids","Susan Alexander","https://collections.ed.ac.uk/art/record/50408?highlight=*:*"
"Untitled (1963)","Irene Thomson","https://collections.ed.ac.uk/art/record/22016?highlight=*:*"
"Embroidered panel","Winsome Douglass","https://collections.ed.ac.uk/art/record/113833?highlight=*:*"
"Unknown (1950)","Zygmunt Bukowski","https://collections.ed.ac.uk/art/record/53558?highlight=*:*"
"Standing Male Nude (1958)","Jacqueline A N Stieger","https://collections.ed.ac.uk/art/record/20786?highlight=*:*"
"Unknown (1950)","John W. Corner","https://collections.ed.ac.uk/art/record/50518?highlight=*:*"
"Untitled - Reclining Nude Woman in Pastel (1963)","Gordon Bryce","https://collections.ed.ac.uk/art/record/99276?highlight=*:*"
"Untitled (1967)","Kevin Maguire","https://collections.ed.ac.uk/art/record/22027?highlight=*:*"
"Shimmurmur (2006)","James Bellinger","https://collections.ed.ac.uk/art/record/99887?highlight=*:*"
"Reclining goddesses from the Parthenon (east pediment) (Pre 1830)","Westmacott","https://collections.ed.ac.uk/art/record/20631?highlight=*:*"
"Reclining Nude (1953)","Laura Nye","https://collections.ed.ac.uk/art/record/21118?highlight=*:*"
"Portrait of a Man","Graeme Murray","https://collections.ed.ac.uk/art/record/21474?highlight=*:*"
"Untitled (Unknown)","Kerys Ellery","https://collections.ed.ac.uk/art/record/21615?highlight=*:*"
"Bathers (1962)","Vivien Alexander","https://collections.ed.ac.uk/art/record/22524?highlight=*:*"
"Untitled - Man in Glasses Reading (1985)","Sophie J Brown","https://collections.ed.ac.uk/art/record/99424?highlight=*:*"
"Untitled - Scene with Figures Relaxing in the Sun (1961-1962)","Ann F Ward","https://collections.ed.ac.uk/art/record/99352?highlight=*:*"
"Untitled - Two Portraits of Girls (1967)","Arthur J Baglee","https://collections.ed.ac.uk/art/record/99380?highlight=*:*"
"Edinburgh Old Town Cityscape (1950)","Alastair Flattely","https://collections.ed.ac.uk/art/record/21375?highlight=*:*"
"Tiraz (Unknown)","Victoria C F Bernie","https://collections.ed.ac.uk/art/record/21918?highlight=*:*"
"Abstracted Guitar Player (1960)","Denness Morton","https://collections.ed.ac.uk/art/record/21082?highlight=*:*"
"Efficacious Force (2013)","Marissa Stoffer","https://collections.ed.ac.uk/art/record/47443?highlight=*:*"
"Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53665?highlight=*:*"
"Still Life with Guitar (1962)","John Picking","https://collections.ed.ac.uk/art/record/22702?highlight=*:*"
"Portrait of a Young Man Poised to Throw","James P W Syme","https://collections.ed.ac.uk/art/record/20838?highlight=*:*"
"Unknown (1947)","Marjorie Wallace","https://collections.ed.ac.uk/art/record/50438?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21998?highlight=*:*"
"Oval plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53730?highlight=*:*"
"Smocking diagrams and samples","Unknown","https://collections.ed.ac.uk/art/record/102667?highlight=*:*"
"Reclining Seated Nude (1958)","Peter Standen","https://collections.ed.ac.uk/art/record/20866?highlight=*:*"
"Espresso Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53686?highlight=*:*"
"Landscape with Farmhouse (1948)","Margaret Simster","https://collections.ed.ac.uk/art/record/20799?highlight=*:*"
"Untitled (2006)","Elizabeth Shepherd","https://collections.ed.ac.uk/art/record/99875?highlight=*:*"
"Espresso Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53681?highlight=*:*"
"Composition with Wire Form (1994)","John Maclean","https://collections.ed.ac.uk/art/record/47458?highlight=*:*"
"Untitled - Chickens (1962)","Janette Brown","https://collections.ed.ac.uk/art/record/99375?highlight=*:*"
"A Picture of a Small Dog Going on a Long Journey (Unknown)","Margaret Clyde","https://collections.ed.ac.uk/art/record/21884?highlight=*:*"
"Untitled","Derek McGuire","https://collections.ed.ac.uk/art/record/112503?highlight=*:*"
"Still Life with Skeleton and Fruit (1958-1959)","Peter Standen","https://collections.ed.ac.uk/art/record/20792?highlight=*:*"
"Portrait of a Woman with Red Hair (1963)","Roger Cameron","https://collections.ed.ac.uk/art/record/21320?highlight=*:*"
"Untitled (1962)","Paresh C. Chakraborty","https://collections.ed.ac.uk/art/record/112306?highlight=*:*"
"Harbour scene","Derek Maguire","https://collections.ed.ac.uk/art/record/102744?highlight=*:*"
"Untitled - Portrait of a Woman with Short Hair (1961)","Gavin Waddell","https://collections.ed.ac.uk/art/record/99454?highlight=*:*"
"Seated Man Playing a Stringed Instrument (1952)","Douglas Kerr","https://collections.ed.ac.uk/art/record/21040?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53711?highlight=*:*"
"Unknown","J Brown","https://collections.ed.ac.uk/art/record/53568?highlight=*:*"
"Vojna Tajna (Unknown)","Boris Bucan","https://collections.ed.ac.uk/art/record/22029?highlight=*:*"
"Fragment of foliated frieze (mediaeval)","Unknown","https://collections.ed.ac.uk/art/record/20558?highlight=*:*"
"Reclining Female Nude (1969)","Gwendoline Rodger","https://collections.ed.ac.uk/art/record/21276?highlight=*:*"
"Studio Interior (Unknown)","Hilary A. Fisher","https://collections.ed.ac.uk/art/record/21663?highlight=*:*"
"Performing Labour in an Industrial Setting I (2020)","Aisling Ward","https://collections.ed.ac.uk/art/record/113775?highlight=*:*"
"Untitled (1962)","Chris Holmes","https://collections.ed.ac.uk/art/record/21771?highlight=*:*"
"Nugget (2013)","Charlotte Roseberry","https://collections.ed.ac.uk/art/record/21301?highlight=*:*"
"Small Cheeseplant","Susan Alexander","https://collections.ed.ac.uk/art/record/50403?highlight=*:*"
"Unknown (1947-1948)","Marjorie Wallace","https://collections.ed.ac.uk/art/record/50449?highlight=*:*"
"Unknown (1947)","Vivien Chapman","https://collections.ed.ac.uk/art/record/50475?highlight=*:*"
"Standing Male Nude (1957)","James Nicholson","https://collections.ed.ac.uk/art/record/21153?highlight=*:*"
"Untitled - Deli of a Butcher Shop (1984)","Heidi J P Kosaniuk","https://collections.ed.ac.uk/art/record/99436?highlight=*:*"
"Performing Labour (2020)","Aisling Ward","https://collections.ed.ac.uk/art/record/113780?highlight=*:*"
"Female Faces, Lips and Dots (Circa 1960)","Jennifer M. Hughes","https://collections.ed.ac.uk/art/record/22531?highlight=*:*"
"Untitled - Abstract Still Life of Flowers and Fruit (1963)","Ann F Ward","https://collections.ed.ac.uk/art/record/99351?highlight=*:*"
"Cantoria (right panel)","Unknown","https://collections.ed.ac.uk/art/record/20580?highlight=*:*"
"Espresso Cup","Emma Gillies","https://collections.ed.ac.uk/art/record/53701?highlight=*:*"
"Three Views of a Seated Female Nude (1959)","William Mackay","https://collections.ed.ac.uk/art/record/21163?highlight=*:*"
"Portrait of a Man with a Book","Irene G. Thomson","https://collections.ed.ac.uk/art/record/22655?highlight=*:*"
"Nylqhare, Whipsnade (31 Aug 1946)","Mabel D. Lawford","https://collections.ed.ac.uk/art/record/50535?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53675?highlight=*:*"
"Unknown","Hazel Holmes","https://collections.ed.ac.uk/art/record/53598?highlight=*:*"
"Unknown (31 Oct 1962)","Norman Macdonald","https://collections.ed.ac.uk/art/record/53596?highlight=*:*"
"Untitled - Bikes in a Garage (1984)","Heidi J P Kosaniuk","https://collections.ed.ac.uk/art/record/99437?highlight=*:*"
"Untitled (16 Jan 1979)","James M. Fraser","https://collections.ed.ac.uk/art/record/21644?highlight=*:*"
"Untitled (1962)","W. Douglas","https://collections.ed.ac.uk/art/record/21765?highlight=*:*"
"Unknown (1952)","Rosemary Bagshaw","https://collections.ed.ac.uk/art/record/53519?highlight=*:*"
"Untitled (Feb 1963)","John Bellany","https://collections.ed.ac.uk/art/record/21534?highlight=*:*"
"Untitled (Unknown)","Robert Henderson Blyth","https://collections.ed.ac.uk/art/record/21689?highlight=*:*"
"Untitled (1983)","Robert Rivers","https://collections.ed.ac.uk/art/record/99811?highlight=*:*"
"Unknown (1947)","Eric Forrest","https://collections.ed.ac.uk/art/record/50587?highlight=*:*"
"Head of a Companion of Odysseus","Unknown","https://collections.ed.ac.uk/art/record/20583?highlight=*:*"
"Unknown (1961)","John Binning","https://collections.ed.ac.uk/art/record/53587?highlight=*:*"
"Portrait of Woman in a Hat (1958)","Robert M E Callender","https://collections.ed.ac.uk/art/record/21326?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53673?highlight=*:*"
"Seated Female Nude (1959)","William Mackay","https://collections.ed.ac.uk/art/record/21162?highlight=*:*"
"Cushion","Winsome Douglass","https://collections.ed.ac.uk/art/record/113831?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21952?highlight=*:*"
"Untitled - Yellow Backhoe (1966-1967)","James H. Fairgrieve","https://collections.ed.ac.uk/art/record/99386?highlight=*:*"
"Untitled (1946)","Vivian Chapman","https://collections.ed.ac.uk/art/record/21734?highlight=*:*"
"Untitled (Unknown)","Wendy Gunn","https://collections.ed.ac.uk/art/record/21718?highlight=*:*"
"Autumnal Image","John Johnstone","https://collections.ed.ac.uk/art/record/22632?highlight=*:*"
"Untitled (1968)","Maureen Purcell","https://collections.ed.ac.uk/art/record/22504?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21789?highlight=*:*"
"Dying Gaul (1822)","Unknown","https://collections.ed.ac.uk/art/record/20597?highlight=*:*"
"Old Waverley Hotel (1990)","Kirsty E. Raitt","https://collections.ed.ac.uk/art/record/22587?highlight=*:*"
"Unknown (Mar 1960)","John Gilbert","https://collections.ed.ac.uk/art/record/53492?highlight=*:*"
"Rebecca Crompton tray","Rebecca Crompton","https://collections.ed.ac.uk/art/record/102696?highlight=*:*"
"Untitled (1963)","Madelene R Galloway","https://collections.ed.ac.uk/art/record/99822?highlight=*:*"
"Untitled - Old Woman (1965-1966)","Norman Orr","https://collections.ed.ac.uk/art/record/99406?highlight=*:*"
"Cello playing Clown (Circa 1965)","William Gillon","https://collections.ed.ac.uk/art/record/21311?highlight=*:*"
"Seated Male Nude with Sword (1955)","Fiona C MacCormick","https://collections.ed.ac.uk/art/record/21013?highlight=*:*"
"Drawing of a Skeleton (Circa 1957)","David Young","https://collections.ed.ac.uk/art/record/20861?highlight=*:*"
"Ship in Dry Dock","Graham High","https://collections.ed.ac.uk/art/record/22532?highlight=*:*"
"Landscape (1957)","Sheena McEwan","https://collections.ed.ac.uk/art/record/21010?highlight=*:*"
"Untitled","Jock Nicol","https://collections.ed.ac.uk/art/record/111035?highlight=*:*"
