"title","artist","link"
"Reclining Woman (1950)","Thomas Murray","https://collections.ed.ac.uk/art/record/21072?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/99905?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/99920?highlight=*:*"
"Portrait of a Woman (1957-1958)","Hillary Lewis","https://collections.ed.ac.uk/art/record/21161?highlight=*:*"
"Woman in Garden (1952)","Mollie E N Langlands","https://collections.ed.ac.uk/art/record/22652?highlight=*:*"
"Untitled (2007)","Regine Osbakk","https://collections.ed.ac.uk/art/record/99896?highlight=*:*"
"Embroidered cloth","Winsome Douglass","https://collections.ed.ac.uk/art/record/113836?highlight=*:*"
"Female Nude (1924)","Henry Moore","https://collections.ed.ac.uk/art/record/53472?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53715?highlight=*:*"
"Princess Margaret tomb from Lincluden Collegiate Church (1912)","Joseph Cavagnari","https://collections.ed.ac.uk/art/record/20569?highlight=*:*"
"(1965)","Frances Sander","https://collections.ed.ac.uk/art/record/99525?highlight=*:*"
"Untitled - Portrait of Female in Hat (1964)","Eleanor Maiden","https://collections.ed.ac.uk/art/record/99361?highlight=*:*"
"Collection of Botanical Illustration Days in One","Sylvia Mackiewicz","https://collections.ed.ac.uk/art/record/21560?highlight=*:*"
"Teacup","Emma Gillies","https://collections.ed.ac.uk/art/record/53637?highlight=*:*"
"Seated Figures and Flight of Stairs (1968)","Ronald D. Forbes","https://collections.ed.ac.uk/art/record/22521?highlight=*:*"
"Composition with Three Figures against a Pink and Yellow Background (Circa 1968)","Alan T. Johnston","https://collections.ed.ac.uk/art/record/22596?highlight=*:*"
"Untitiled (1960)","Robert L Snowden","https://collections.ed.ac.uk/art/record/21540?highlight=*:*"
"Still Breathing","Stuart T. MacKenzie","https://collections.ed.ac.uk/art/record/22660?highlight=*:*"
"Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53659?highlight=*:*"
"Unknown (1946)","William G. Craig","https://collections.ed.ac.uk/art/record/50510?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21820?highlight=*:*"
"Portrait of an Elderly Man (1956)","J Salter","https://collections.ed.ac.uk/art/record/21190?highlight=*:*"
"Portrait of a Woman (1954)","John P Busby","https://collections.ed.ac.uk/art/record/21378?highlight=*:*"
"Body (2014)","Rachel Hill","https://collections.ed.ac.uk/art/record/47447?highlight=*:*"
"Standing Female Nude (31 Mar 1954)","John P Busby","https://collections.ed.ac.uk/art/record/21432?highlight=*:*"
"Untitled","Unknown","https://collections.ed.ac.uk/art/record/102695?highlight=*:*"
"Untitled (Unknown)","Paul Gladston","https://collections.ed.ac.uk/art/record/21706?highlight=*:*"
"Untitled (1971)","Alan Brown","https://collections.ed.ac.uk/art/record/22020?highlight=*:*"
"Rothering (1947)","Dorothy M. Peach","https://collections.ed.ac.uk/art/record/21739?highlight=*:*"
"Untitled (1985)","Jason Praete","https://collections.ed.ac.uk/art/record/21587?highlight=*:*"
"Composition of Two Figures on Yellow* (1968)","Alan T. Johnston","https://collections.ed.ac.uk/art/record/22624?highlight=*:*"
"Untitled (10 JAN 1961)","John Picking","https://collections.ed.ac.uk/art/record/111037?highlight=*:*"
"Seated Female Nude (1957)","Ruth Illingworth","https://collections.ed.ac.uk/art/record/20935?highlight=*:*"
"Portrait of a Woman (1960)","Elise Brown","https://collections.ed.ac.uk/art/record/20976?highlight=*:*"
"Reclining Female Nude (Circa 1967)","Eileen E M Lawrence","https://collections.ed.ac.uk/art/record/21355?highlight=*:*"
"Replica cast (brown) of Parthenon slab FGE35 ?","Unknown","https://collections.ed.ac.uk/art/record/20651?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53719?highlight=*:*"
"(1967)","Christine Watson","https://collections.ed.ac.uk/art/record/53609?highlight=*:*"
"Santa Maria Dalla Salute","William Wilson","https://collections.ed.ac.uk/art/record/21652?highlight=*:*"
"Views of a Male Nude (Feb 1952)","Martin G C McKeown","https://collections.ed.ac.uk/art/record/21416?highlight=*:*"
"South Frieze of the Parthenon Frieze (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20696?highlight=*:*"
"Untitled (1997)","BORIS JOERI BRINK","https://collections.ed.ac.uk/art/record/21985?highlight=*:*"
"Figures and Shadows","Unknown","https://collections.ed.ac.uk/art/record/22645?highlight=*:*"
"Portrait of a Seated Woman (1954)","Margaret Proudfoot","https://collections.ed.ac.uk/art/record/21212?highlight=*:*"
"Teacup","Emma Gillies","https://collections.ed.ac.uk/art/record/53635?highlight=*:*"
"Seated Female Nude (1957)","Colin Turner","https://collections.ed.ac.uk/art/record/20966?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/53508?highlight=*:*"
"Portrait of a Young Woman (03 Nov 1958)","Barbara Strachan","https://collections.ed.ac.uk/art/record/20867?highlight=*:*"
"Girl in a Mask (Unknown)","Cecil Collins","https://collections.ed.ac.uk/art/record/21681?highlight=*:*"
"Riders from the North Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20700?highlight=*:*"
"Untitled (1953)","Nil Bjorklund","https://collections.ed.ac.uk/art/record/21685?highlight=*:*"
"Untitled - Snake Charmer (1961)","Sheila M Gilchrist","https://collections.ed.ac.uk/art/record/99377?highlight=*:*"
"Unknown (1965)","Frances Sander","https://collections.ed.ac.uk/art/record/53595?highlight=*:*"
"Untitled (1947)","Esther W. Hamilton","https://collections.ed.ac.uk/art/record/21731?highlight=*:*"
"Portrait of a Woman (1958)","D W Durwand","https://collections.ed.ac.uk/art/record/20954?highlight=*:*"
"Still Life with Fish (1949)","Alistair F. Flattely","https://collections.ed.ac.uk/art/record/22700?highlight=*:*"
"Victory (07 Jul 1946)","Zygmunt Bukowski","https://collections.ed.ac.uk/art/record/21322?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21916?highlight=*:*"
"Rooftops","A McIntosh","https://collections.ed.ac.uk/art/record/21465?highlight=*:*"
"View of Edinburgh (Balmoral Hotel)","R Urgolini (?)","https://collections.ed.ac.uk/art/record/21499?highlight=*:*"
"Untitled (1997)","Breda Flanagan","https://collections.ed.ac.uk/art/record/21868?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/22022?highlight=*:*"
"Riders from West Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20667?highlight=*:*"
"West Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20675?highlight=*:*"
"Unknown (1950-1951)","Valerie A. Cockburn (Gage)","https://collections.ed.ac.uk/art/record/50553?highlight=*:*"
"Little Bird (1985)","Robert Adam","https://collections.ed.ac.uk/art/record/21622?highlight=*:*"
"Woman in Fish Net","Unknown","https://collections.ed.ac.uk/art/record/22537?highlight=*:*"
"Unknown (1952)","Leonard I. H. Gray","https://collections.ed.ac.uk/art/record/53488?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21838?highlight=*:*"
"Untitled (1967)","Gwen Mackenzie","https://collections.ed.ac.uk/art/record/21755?highlight=*:*"
"Portrait of a Man (11 Nov 1957)","R Wright","https://collections.ed.ac.uk/art/record/20904?highlight=*:*"
"Male Portrait (1959)","Denness Morton","https://collections.ed.ac.uk/art/record/22710?highlight=*:*"
"Riders from the North Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20704?highlight=*:*"
"Perpetual Expansion (2006)","Melinda Cross","https://collections.ed.ac.uk/art/record/99886?highlight=*:*"
"Portrait miniatures in a frame","Unknown","https://collections.ed.ac.uk/art/record/20623?highlight=*:*"
"Unknown (1938)","Betty M. Ferguson","https://collections.ed.ac.uk/art/record/53522?highlight=*:*"
"Untitled","Peter Picket","https://collections.ed.ac.uk/art/record/112449?highlight=*:*"
"Seated Male Nude","Graham Durward","https://collections.ed.ac.uk/art/record/22568?highlight=*:*"
"Seated Male Nude (1951)","James P W Syme","https://collections.ed.ac.uk/art/record/20837?highlight=*:*"
"Untitled (2002)","Lindsey Edghill","https://collections.ed.ac.uk/art/record/99924?highlight=*:*"
"Peets (1963)","Deborah Eadie","https://collections.ed.ac.uk/art/record/21754?highlight=*:*"
"Portrait of a Young Man (1960)","Ann Macmillan","https://collections.ed.ac.uk/art/record/20988?highlight=*:*"
"Standing Male Nude (1952)","Adam Robson","https://collections.ed.ac.uk/art/record/20810?highlight=*:*"
"Ayrshire Christening robe","Unknown","https://collections.ed.ac.uk/art/record/100006?highlight=*:*"
"Untitled","Jean M. A. Conacher","https://collections.ed.ac.uk/art/record/112352?highlight=*:*"
"Landscape","Donald Clark","https://collections.ed.ac.uk/art/record/21490?highlight=*:*"
"Still Life (1995)","Lorna McIntosh","https://collections.ed.ac.uk/art/record/22607?highlight=*:*"
"Untitled - Drawing of a Girl Sitting in Profile (1964-1965)","Gordon Bryce","https://collections.ed.ac.uk/art/record/99325?highlight=*:*"
"El Portento (1951)","Edward A. Gage or Valerie A. Cockburn (Gage)","https://collections.ed.ac.uk/art/record/22676?highlight=*:*"
"Untitled (2003)","Gillian Curry","https://collections.ed.ac.uk/art/record/99927?highlight=*:*"
"Unknown","Alexander Cree","https://collections.ed.ac.uk/art/record/50550?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/53544?highlight=*:*"
"Crow (2007)","Katie Devenish","https://collections.ed.ac.uk/art/record/99892?highlight=*:*"
"Tiger Tiger (Unknown)","Enid Marx","https://collections.ed.ac.uk/art/record/21664?highlight=*:*"
"Abstract","Unknown","https://collections.ed.ac.uk/art/record/21527?highlight=*:*"
"Dish","Emma Gillies","https://collections.ed.ac.uk/art/record/53731?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21850?highlight=*:*"
"Unknown (1950)","Valerie A. Cockburn (Gage)","https://collections.ed.ac.uk/art/record/50555?highlight=*:*"
"Figure painting of a Woman","Elizabeth Blackadder","https://collections.ed.ac.uk/art/record/20754?highlight=*:*"
"Jag Dr<U+04E7>mmer (2006)","Marjie Harlick","https://collections.ed.ac.uk/art/record/99869?highlight=*:*"
"Standing Female Nude (1953)","Iain West","https://collections.ed.ac.uk/art/record/20782?highlight=*:*"
"Hand Thrown Bowl","Emma Gillies","https://collections.ed.ac.uk/art/record/53733?highlight=*:*"
"Portrait of a Man (19 Nov 1958)","A Robson","https://collections.ed.ac.uk/art/record/20936?highlight=*:*"
"Teacup","Emma Gillies","https://collections.ed.ac.uk/art/record/53641?highlight=*:*"
"Edinburgh College of Art Main Building","Takahiro Iwasaki","https://collections.ed.ac.uk/art/record/53473?highlight=*:*"
"Head of a Young Man (1950)","Alison E. H. Stuart","https://collections.ed.ac.uk/art/record/22689?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/53543?highlight=*:*"
"Untitled - Man at a Factory (1966-1967)","Gregor Smith","https://collections.ed.ac.uk/art/record/99397?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21610?highlight=*:*"
"Turquoise and Pink (Circa 1969)","Maureen Marshall","https://collections.ed.ac.uk/art/record/22546?highlight=*:*"
"Highstreet Harlesden (1964-1965)","Gordon Bryce","https://collections.ed.ac.uk/art/record/99282?highlight=*:*"
"Riders from South Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20730?highlight=*:*"
"Kneeling Nude Male (1961)","Catherine Banchop","https://collections.ed.ac.uk/art/record/21279?highlight=*:*"
"St. Martins Bridge, Toledo (Unknown)","William Wilson","https://collections.ed.ac.uk/art/record/21775?highlight=*:*"
"Tajna Crne Ruke (1983)","Boris Bucan","https://collections.ed.ac.uk/art/record/22030?highlight=*:*"
"Untitled (Unknown)","Simon Yuill","https://collections.ed.ac.uk/art/record/21638?highlight=*:*"
"Seated Female Nude (03 Feb 1959)","Barbara Strachan","https://collections.ed.ac.uk/art/record/20870?highlight=*:*"
"South Frieze of the Parthenon Frieze (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20695?highlight=*:*"
"Horse","Emma Gillies","https://collections.ed.ac.uk/art/record/53747?highlight=*:*"
"Unknown (1943-1944)","William MacLaren","https://collections.ed.ac.uk/art/record/50490?highlight=*:*"
"Portrait of a Woman (1958)","Peter Stitt","https://collections.ed.ac.uk/art/record/20958?highlight=*:*"
"Untitled","Robert Maclaurin","https://collections.ed.ac.uk/art/record/111033?highlight=*:*"
"Portrait of a Boy Seated (17 Mar 1955)","Norma Macgregor","https://collections.ed.ac.uk/art/record/21220?highlight=*:*"
"Untitled - Two Chefs (1984-1985)","Angus C. A. Hood","https://collections.ed.ac.uk/art/record/99429?highlight=*:*"
"Self (1964)","Senga Guthrie","https://collections.ed.ac.uk/art/record/53593?highlight=*:*"
"Whale","Bridget Steed","https://collections.ed.ac.uk/art/record/93374?highlight=*:*"
"Still Life","Scott Murray","https://collections.ed.ac.uk/art/record/22613?highlight=*:*"
"Autumn (1962)","Robert S. Crozier","https://collections.ed.ac.uk/art/record/112310?highlight=*:*"
"Untitled (1997)","Unknown","https://collections.ed.ac.uk/art/record/21910?highlight=*:*"
"Untitled","Gwyneth Duff","https://collections.ed.ac.uk/art/record/112450?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/53562?highlight=*:*"
"Fragment of ornament (right angle with foliage)","Unknown","https://collections.ed.ac.uk/art/record/20564?highlight=*:*"
"For Sanfrancisco (Unknown)","Andrew Arnott","https://collections.ed.ac.uk/art/record/21606?highlight=*:*"
"Standing Female Nude (21 Feb 1957)","Sheena McEwan","https://collections.ed.ac.uk/art/record/20901?highlight=*:*"
"Portrait of a Seated Man (1951)","James P W Syme","https://collections.ed.ac.uk/art/record/21370?highlight=*:*"
"Untitled (Unknown)","Kate Stancliffe","https://collections.ed.ac.uk/art/record/21601?highlight=*:*"
"Dušan Jovanovic: Vojna Tajna (1983)","Boris Bucan","https://collections.ed.ac.uk/art/record/22032?highlight=*:*"
"ça et là au bord de la mer (Jul 1993)","Jane Watt","https://collections.ed.ac.uk/art/record/21955?highlight=*:*"
"Untitiled (1934)","A. Patterson Barclay","https://collections.ed.ac.uk/art/record/21803?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53714?highlight=*:*"
"Untitled (1985-1986)","Norman Cameron","https://collections.ed.ac.uk/art/record/21634?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/50420?highlight=*:*"
"1986 Edinburgh College of Art Degree Show (1986)","Hilary A. Fisher","https://collections.ed.ac.uk/art/record/21582?highlight=*:*"
"Circus","Margaret A Leake","https://collections.ed.ac.uk/art/record/21012?highlight=*:*"
"Seated Female Nude (1960s)","Unknown","https://collections.ed.ac.uk/art/record/21283?highlight=*:*"
"Portrait of a Seated Man (1960)","Irene Ellis","https://collections.ed.ac.uk/art/record/21210?highlight=*:*"
"2122 Pieces (Nov 2007)","Matt Carter","https://collections.ed.ac.uk/art/record/21812?highlight=*:*"
"Seated Male Nude with Glasses (Circa 1968)","Gregory Lummell","https://collections.ed.ac.uk/art/record/21284?highlight=*:*"
"Portrait of a Woman (1957)","Peter McGinn","https://collections.ed.ac.uk/art/record/21086?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/50386?highlight=*:*"
"Standing Female Nude (1948)","Victorine Anne Schilsky","https://collections.ed.ac.uk/art/record/20833?highlight=*:*"
"Babies constructed bonnet (1890-1900)","Unknown","https://collections.ed.ac.uk/art/record/102672?highlight=*:*"
"Unknown","Alan J Mcleod","https://collections.ed.ac.uk/art/record/53604?highlight=*:*"
"Standing Male Nude (1959)","James C. Y. Gavin","https://collections.ed.ac.uk/art/record/20877?highlight=*:*"
"Patrick Nuttgens (recto) (1953)","Llewella C. Brayne","https://collections.ed.ac.uk/art/record/22705?highlight=*:*"
"Riders from the West Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20669?highlight=*:*"
"Unknown","Jeffery Camp","https://collections.ed.ac.uk/art/record/50564?highlight=*:*"
"Unknown (1949)","Betty Elston","https://collections.ed.ac.uk/art/record/50580?highlight=*:*"
"Large Still Life","Sir William George Gillies","https://collections.ed.ac.uk/art/record/20744?highlight=*:*"
"Untitled (2006)","Digby Maass","https://collections.ed.ac.uk/art/record/99859?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21966?highlight=*:*"
"Male Portrait (1949)","Sheena Page","https://collections.ed.ac.uk/art/record/20773?highlight=*:*"
"Unknown (1950)","Unknown","https://collections.ed.ac.uk/art/record/53506?highlight=*:*"
"Untitled (Unknown)","Andrew Parkinson","https://collections.ed.ac.uk/art/record/21632?highlight=*:*"
"Standing Female Nude (1953)","Fiona M Mouat","https://collections.ed.ac.uk/art/record/21049?highlight=*:*"
"Big Black Crow Valley (1988)","Joanna De Pear","https://collections.ed.ac.uk/art/record/99464?highlight=*:*"
"Crowd in Glasgow (1963)","Geoffrey J Roper","https://collections.ed.ac.uk/art/record/21359?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21598?highlight=*:*"
"Study for picture 'Waking of Brynhildr' (1897)","Pavlov Chailly","https://collections.ed.ac.uk/art/record/50473?highlight=*:*"
"Distortion 1 (2014)","Ainsley Francis","https://collections.ed.ac.uk/art/record/47452?highlight=*:*"
"Untitled - Street View of Rooftops and Chimneys (1967-1968)","Eileen E M Lawrence","https://collections.ed.ac.uk/art/record/99260?highlight=*:*"
"Self Portrait (1950)","William James Laidlaw Baillie","https://collections.ed.ac.uk/art/record/21361?highlight=*:*"
"Camel (Unknown)","Margaret Clyde","https://collections.ed.ac.uk/art/record/21692?highlight=*:*"
"Portrait of a Seated Man (1955)","Peter McGinn","https://collections.ed.ac.uk/art/record/21213?highlight=*:*"
"Groom and Horse from South Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20733?highlight=*:*"
"Untitled - Shoes and a Polka Dot Blouse (1983-1984)","David Douglas","https://collections.ed.ac.uk/art/record/99432?highlight=*:*"
"Of Carole Danielson (1964)","Helen Cargill","https://collections.ed.ac.uk/art/record/53585?highlight=*:*"
"Untitled (Unknown)","Charlotte H.M. Bryce","https://collections.ed.ac.uk/art/record/21833?highlight=*:*"
"Study for Hugh McDiarmid Memorial (Circa 1986)","Jake Harvey","https://collections.ed.ac.uk/art/record/21810?highlight=*:*"
"Seated Male Nude (1958)","Richard McNeill","https://collections.ed.ac.uk/art/record/20894?highlight=*:*"
"Three Men and a Snake (Unknown)","Robert Rivers","https://collections.ed.ac.uk/art/record/21945?highlight=*:*"
"Nanduti lace collar","Unknown","https://collections.ed.ac.uk/art/record/102694?highlight=*:*"
"Church and Landscape (1955)","Margaret Proudfoot","https://collections.ed.ac.uk/art/record/21032?highlight=*:*"
"Unknown","Elizabeth Blackadder","https://collections.ed.ac.uk/art/record/50636?highlight=*:*"
"Angel of Lude","Unknown","https://collections.ed.ac.uk/art/record/20551?highlight=*:*"
"Cantilever Ring (2013)","Sally Morrison","https://collections.ed.ac.uk/art/record/21310?highlight=*:*"
"Playground (1989)","Linda Gilliard","https://collections.ed.ac.uk/art/record/22634?highlight=*:*"
"Unknown (1965)","McLeod","https://collections.ed.ac.uk/art/record/53594?highlight=*:*"
"South Frieze of the Parthenon Frieze (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20698?highlight=*:*"
"Face on Water (2018)","Paul Furneaux","https://collections.ed.ac.uk/art/record/21646?highlight=*:*"
"Unknown","Gibbs","https://collections.ed.ac.uk/art/record/50415?highlight=*:*"
"Untitled - Abstract Collage with Spheres (1988-1990)","Arlene Isbister","https://collections.ed.ac.uk/art/record/99471?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53706?highlight=*:*"
"Edinburgh College of Art Postgraduate Degree Show 1986 (1986)","Andrew Arnott","https://collections.ed.ac.uk/art/record/21583?highlight=*:*"
"Abstract in Brown and Blue (1988)","George M. Glen","https://collections.ed.ac.uk/art/record/22565?highlight=*:*"
"Mexican needleweaving.donkeys (1951)","Unknown","https://collections.ed.ac.uk/art/record/102691?highlight=*:*"
"Untitled (Unknown)","Rhalina Morgan","https://collections.ed.ac.uk/art/record/21688?highlight=*:*"
"Standing Female Nude (1954)","Elizabeth Blackadder","https://collections.ed.ac.uk/art/record/21406?highlight=*:*"
"Red Sky at Night (1968)","James H. Fairgrieve","https://collections.ed.ac.uk/art/record/22678?highlight=*:*"
"Untitled - Three Figures At the Opera (1963)","Ann F Ward","https://collections.ed.ac.uk/art/record/99344?highlight=*:*"
"Portrait of a Young Man (1960)","Thora Clyne","https://collections.ed.ac.uk/art/record/20985?highlight=*:*"
"Man with Glasses (1941)","P. G. Prescot","https://collections.ed.ac.uk/art/record/22737?highlight=*:*"
"Self Portrait (1966)","John Bellany","https://collections.ed.ac.uk/art/record/20741?highlight=*:*"
"Fidelity (Unknown)","Alan T. Johnston","https://collections.ed.ac.uk/art/record/21805?highlight=*:*"
"Untitled (1966)","Simone Walker","https://collections.ed.ac.uk/art/record/22477?highlight=*:*"
"Riders from South Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20723?highlight=*:*"
"Untitled - Abstract Stripes (1972)","Lindsay R S Gordon","https://collections.ed.ac.uk/art/record/99423?highlight=*:*"
"Girls from East Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20681?highlight=*:*"
"Man and Woman in Brown (Circa 1975)","Robin Paine","https://collections.ed.ac.uk/art/record/22585?highlight=*:*"
"Unknown (Circa 1890)","Unknown","https://collections.ed.ac.uk/art/record/50462?highlight=*:*"
"Standing Male Nude (1958)","Sarah Shaw","https://collections.ed.ac.uk/art/record/20818?highlight=*:*"
"Abstract with Crescent in Turquoise and Blue (Circa 1962)","James T Carlyle","https://collections.ed.ac.uk/art/record/20760?highlight=*:*"
"Smocking diagrams","Unknown","https://collections.ed.ac.uk/art/record/102710?highlight=*:*"
"Illegible title","Thora Clyne","https://collections.ed.ac.uk/art/record/112308?highlight=*:*"
"Theatre (Unknown)","Rob McLaurin","https://collections.ed.ac.uk/art/record/21749?highlight=*:*"
"Seated Female Nude (1969)","Ian G. Robertson","https://collections.ed.ac.uk/art/record/22727?highlight=*:*"
"South Frieze of the Parthenon Frieze (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20697?highlight=*:*"
"Life Drawing (Female Nude with Knee on Chair) (1962)","John Bellany","https://collections.ed.ac.uk/art/record/20765?highlight=*:*"
"Silenus and the Infant Dionysos","Unknown","https://collections.ed.ac.uk/art/record/20586?highlight=*:*"
"Child's chinese headdress","Unknown","https://collections.ed.ac.uk/art/record/102677?highlight=*:*"
"Portrait of a Girl (1937)","Vanessa Bell","https://collections.ed.ac.uk/art/record/99798?highlight=*:*"
"Unclassified (2003)","Charles E. Milson","https://collections.ed.ac.uk/art/record/99933?highlight=*:*"
"White Matter (2013)","Marissa Stoffer","https://collections.ed.ac.uk/art/record/47446?highlight=*:*"
"Portrait of a Woman (1964)","Peter Pretsell","https://collections.ed.ac.uk/art/record/21421?highlight=*:*"
"Reclining Female Nude (1948)","Victorine Anne Schilsky","https://collections.ed.ac.uk/art/record/20831?highlight=*:*"
"North State (2013)","Tiina Lilja","https://collections.ed.ac.uk/art/record/47438?highlight=*:*"
"Teacup","Emma Gillies","https://collections.ed.ac.uk/art/record/53643?highlight=*:*"
"Teapot (1924)","Emma Gillies","https://collections.ed.ac.uk/art/record/53742?highlight=*:*"
"Untitled (1969)","Gabrielle Stubbs","https://collections.ed.ac.uk/art/record/22488?highlight=*:*"
"Seated Female Nude (1957)","Isobel Howieson","https://collections.ed.ac.uk/art/record/20962?highlight=*:*"
"Reclining Male Nude (1959)","James C. Y. Gavin","https://collections.ed.ac.uk/art/record/20878?highlight=*:*"
"Candle and Shell at Sea* (1987)","Donald Clark","https://collections.ed.ac.uk/art/record/22729?highlight=*:*"
"Piana degli Greci (1958)","Beatrice Patricia Grimshaw","https://collections.ed.ac.uk/art/record/53481?highlight=*:*"
"Yellow Abstract with Half People","Jim Mooney","https://collections.ed.ac.uk/art/record/22530?highlight=*:*"
"Couplings, Escalator for sale (2017)","Tessa Lynch","https://collections.ed.ac.uk/art/record/102736?highlight=*:*"
"Standing Female Nude (1957)","Ruth Illingworth","https://collections.ed.ac.uk/art/record/20934?highlight=*:*"
"Reclining Female Nude (1969)","Leslie McConnell","https://collections.ed.ac.uk/art/record/21274?highlight=*:*"
"Man Sleeping","Claudia Petretti","https://collections.ed.ac.uk/art/record/21477?highlight=*:*"
"Untitled (1983)","Unknown","https://collections.ed.ac.uk/art/record/21894?highlight=*:*"
"Unknown (1960)","Robin E. Bownass","https://collections.ed.ac.uk/art/record/50604?highlight=*:*"
"Metope 6, from entablature of the Parthenon (1837)",NA,"https://collections.ed.ac.uk/art/record/20642?highlight=*:*"
"Untitled - Portrait of an Old Man (Feb 1962)","William Gillon","https://collections.ed.ac.uk/art/record/99480?highlight=*:*"
"Unknown (1960)","Denness Morton","https://collections.ed.ac.uk/art/record/53547?highlight=*:*"
"(verso) (1953)","Llewella C. Brayne","https://collections.ed.ac.uk/art/record/22706?highlight=*:*"
"Landscape","John Brown","https://collections.ed.ac.uk/art/record/21428?highlight=*:*"
"Unknown (1950)","James T. Ferguson","https://collections.ed.ac.uk/art/record/53498?highlight=*:*"
"Standing Male Nude with White Cloth","Janet I. Coventry","https://collections.ed.ac.uk/art/record/22665?highlight=*:*"
"Radio Break (2006)","Chris Nau","https://collections.ed.ac.uk/art/record/99879?highlight=*:*"
"Mountains, Arran (Unknown)","Catherine Orbach","https://collections.ed.ac.uk/art/record/21968?highlight=*:*"
"fig.1 Destination, fig 2 Time - 10.35 pm (1984)","Andrew Binnie","https://collections.ed.ac.uk/art/record/99466?highlight=*:*"
"Riders from South Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20725?highlight=*:*"
"Untitled - Portrait of a Woman in a Hat (1960)","Robin E. Bownass","https://collections.ed.ac.uk/art/record/99373?highlight=*:*"
"Zane (2013)","Isobel Turley","https://collections.ed.ac.uk/art/record/21303?highlight=*:*"
"Unknown (1967)","Gwen Mackenzie","https://collections.ed.ac.uk/art/record/50496?highlight=*:*"
"Blue Mood (1986)","Paul Furneaux","https://collections.ed.ac.uk/art/record/21576?highlight=*:*"
"The Etiquette of Landscape and Face: Passage 1 (2015)","Leonie Neuweger","https://collections.ed.ac.uk/art/record/53781?highlight=*:*"
"Portrait of a Man (1968)","Unknown","https://collections.ed.ac.uk/art/record/21271?highlight=*:*"
"Untitled - Drawing in Profile of a Sitting Woman (1980)","Carolyn S Byres","https://collections.ed.ac.uk/art/record/99425?highlight=*:*"
"Architectural Drawing","Graeme McKenna","https://collections.ed.ac.uk/art/record/21459?highlight=*:*"
"Untitled (1960)","Robert L Snowden","https://collections.ed.ac.uk/art/record/21543?highlight=*:*"
"The Battle (2013)","Marissa Stoffer","https://collections.ed.ac.uk/art/record/47445?highlight=*:*"
"Untitled (2006)","Hannah Jasper","https://collections.ed.ac.uk/art/record/99856?highlight=*:*"
"Late-night (Circa 1959)","John Boyle","https://collections.ed.ac.uk/art/record/21335?highlight=*:*"
"Untitled (1966)","Helen G. S Forde","https://collections.ed.ac.uk/art/record/99815?highlight=*:*"
"Standing Nude (1958)","Peter Standen","https://collections.ed.ac.uk/art/record/20863?highlight=*:*"
"Mythical Composition with Four Figures and Coastal Cliffs","Victorine Anne Schilsky","https://collections.ed.ac.uk/art/record/22656?highlight=*:*"
